playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ciao cara come stai,6HbX7iRGsPrPhitaPJJzmP,Iva Zanicchi,"Italian Classics: Iva Zanicchi Collection, Vol. 2",https://i.scdn.co/image/f688f6006c3c79153c7fc8a13383d3b996ce16dd,7,0.357,0.39,F#,-6.658,minor,0.0279,0.645,0,0.0762,0.487,95.744,236907,4,F# minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Bella da morire,3lxmdu9X9a6SVysg1dCpkr,Homo Sapiens,I Supergruppi,https://i.scdn.co/image/72f6993d6881516e883b88c894abfd3d96cad273,2,0.341,0.349,A,-10.396,major,0.0343,0.702,1.79e-5,0.101,0.247,136.284,266e3,4,A major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,E dirsi ciao - 2011 - Remaster;,1WDq68GSnceTftxZRfdz7n,Matia Bazar,Fantasia: Best & rarities,https://i.scdn.co/image/b2724bc153405bff84310660930310caf48d9b09,10,0.452,0.466,E,-8.596,major,0.0522,0.561,0.00129,0.122,0.402,118.668,286827,4,E major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Amare,2gC7gI5pp9HxczXtDUe3yk,Mino Vergnaghi,Best of Mino Vergnaghi,https://i.scdn.co/image/7e9356d000b5af1aa9af857cd646aa3f13153df0,14,0.461,0.454,D,-8.426,major,0.0285,0.575,0.0126,0.343,0.227,116.43,253886,4,D major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Solo noi,52PTQKkfOwng8lv7ttNdGX,Toto Cutugno,Ritratto di Toto Cutugno,https://i.scdn.co/image/83d40db576d54551e6647a9d72d065d4464f2ccb,0,0.274,0.667,D,-6.459,major,0.0695,0.699,0,0.625,0.27,170.097,246120,3,D major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Per Elisa,1p5RfaVSHJhd3SCzBEikDp,Alice,Alice Canta Battiato,https://i.scdn.co/image/73a79ed1c2f296e55666185114be463f5ece1d47,38,0.535,0.588,C,-8.887,major,0.0472,0.125,2.13e-5,0.123,0.461,101.665,216667,4,C major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Storie di tutti i giorni,4431Ew1ndtl1qTWdBNFjtU,Riccardo Fogli,Il Mondo Di...,https://i.scdn.co/image/71def1ff67d9935ec63b5b19c1a6ca8e2a8b40d5,24,0.482,0.729,F,-7.823,minor,0.0637,0.00656,7.72e-5,0.109,0.506,117.199,211613,4,F minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Sarà quel che sarà,1MNWaUhByjbfwhhWa9NSSC,Tiziana Rivale,Il meglio,NA,7,0.61,0.621,F,-10.343,major,0.0321,0.0621,3.57e-4,0.391,0.68,141.96,242733,4,F major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ci sarà,4DeKhA9cE6MuPxCOrkTgs2,Al Bano And Romina Power,Love Songs,https://i.scdn.co/image/86596fb806ab4f1164acf4cabbb9ab9c1d20b737,12,0.648,0.638,E,-6.096,minor,0.0291,0.202,0,0.267,0.436,116.024,208840,4,E minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Se m'innamoro,6Pm5m45fMlLOJ8pKBHKzSc,Ricchi E Poveri,Greatest Hits,https://i.scdn.co/image/f7ab9fe39aeea6e92992814e7550a85ff3276561,27,0.776,0.537,B,-11.703,minor,0.031,0.145,5.76e-6,0.0887,0.677,111.975,204707,4,B minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Adesso tu,07CPBe6hvgHgn749mxR0EJ,Eros Ramazzotti,Nuovi Eroi,https://i.scdn.co/image/d8b18b5f929bbb00b4dd7a33397f3a9380e21022,34,0.464,0.377,F,-11.676,minor,0.0356,0.338,0,0.11,0.326,136.47,303827,4,F minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Si può dare di più,7HAuQMhvEKtZCGBKZiyj66,Morandi,Collection: Tutto Hits Anni '80,https://i.scdn.co/image/e45204f28dba8ace84e8c6bc3b98a2e3aba2b36f,12,0.594,0.533,D,-10.092,major,0.0375,0.4,0,0.0869,0.265,114.504,267520,4,D major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Perdere L'amore,2xgQvq4WuBX9DLmPkeBQ3M,Massimo Ranieri,I Successi Di Massimo Ranieri,https://i.scdn.co/image/ece19eb4349dc27ae1450b8d9c8f98e74d2c258f,31,0.394,0.533,E,-9.648,major,0.0393,0.474,1.42e-6,0.19,0.422,134.955,251533,4,E major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ti lascerò,1KzEz2YM5TVHG2oL2GIG6E,Anna Oxa,Best of Anna Oxa,https://i.scdn.co/image/e29685b37b69abbfc1331c4660b77da92623e130,19,0.474,0.563,F,-5.106,major,0.035,0.765,0,0.122,0.162,138.031,241853,4,F major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Uomini soli,6XpjIhIhIA5AGTyk06FNKU,Pooh,Uomini soli,https://i.scdn.co/image/3e7ed4b55cf03345c7a5eb9c6bf92716ea68d262,0,0.425,0.437,A,-12.198,minor,0.0341,0.618,0,0.135,0.162,72.105,243227,4,A minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Se stiamo insieme,3V2TMVsl5LlDvEVff9hw31,Riccardo Cocciante,Tutti I Miei Sogni,https://i.scdn.co/image/90aa1b776e1860efab724ce57affa91cac1d0632,42,0.535,0.607,C#,-3.383,minor,0.0283,0.264,0,0.161,0.292,95.93,279973,4,C# minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Portami a ballare,5DvPcu353BOXWUiG7yIIDq,Luca Barbarossa,Cuore D'Acciaio,https://i.scdn.co/image/37d00280f7a8ad4e694db2f91f7568be47e47867,12,0.543,0.27,G,-12.885,major,0.0408,0.867,0,0.106,0.291,139.676,225400,4,G major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Mistero,1xxmZO56xoHtjczSHsjOhW,Enrico Ruggeri,La Giostra Della Memoria,https://i.scdn.co/image/19ac13023335f5695396a45b9b39e54770e8bc9e,1,0.541,0.833,D,-6.309,major,0.0655,0.312,0,0.225,0.524,133.788,245e3,4,D major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Passerà,70MmyszwZV1tU7UKZXmaF1,Aleandro Baldi,Il meglio e il nuovo,https://i.scdn.co/image/f16a260f02b3bcf5aed42985e610a89ab697b96f,0,0.695,0.53,E,-7.238,major,0.0293,0.05,0,0.128,0.188,136.018,275487,4,E major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Come saprei,1mJQoOICr4UlV6nG3EI4NN,Giorgia,Come Thelma E Louise,https://i.scdn.co/image/6d19300932b1afa4e5ec7bd08406636f630c9270,42,0.44,0.453,E,-8.644,major,0.0352,0.369,0,0.207,0.135,135.996,300307,4,E major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,La terra dei cachi,5BLeqpzTmzKDaN51DNKM1b,Elio e le Storie Tese,Del meglio del nostro meglio Vol. 1 (remastered),https://i.scdn.co/image/011ca2c6bf16521268452c5f8e90aa8618b9d723,14,0.643,0.564,C,-9.464,major,0.108,0.228,0,0.695,0.604,91.104,281333,4,C major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Fiumi Di Parole,5ZS9fcqcYtfL80rj1bf7Lb,Jalisse,Siedi E Ascolta,https://i.scdn.co/image/7b05b805de17c9300f5cb1f60dc1987f7e16b265,33,0.532,0.751,E,-7.242,minor,0.0458,0.461,0,0.0827,0.737,179.98,231733,4,E minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Senza Te o con Te - Sanremo 1998,0R7PN6VlpaGnR59etZe1XH,Annalisa Minetti,Questo Piccolo Grande Amore,https://i.scdn.co/image/59fad2e53526a58b8083250af744c2342bc6789a,0,0.59,0.447,B,-7.092,major,0.0266,0.406,1.3e-6,0.102,0.198,74.979,253880,4,B major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Senza pietà,5w3MrGXEz3aREGQTIBKeyo,Anna Oxa,Best of Anna Oxa,https://i.scdn.co/image/e29685b37b69abbfc1331c4660b77da92623e130,19,0.61,0.962,B,-2.365,major,0.0425,0.203,0,0.159,0.649,110.565,283107,4,B major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Sentimento,6zG6TbfzPDK2xRgS6MvH7J,Avion Travel,Selezione 1990-2000,https://i.scdn.co/image/4e7a2fd1223b6ac77deeae1fb25505e8d0c398c6,28,0.584,0.396,C,-9.763,major,0.0286,0.283,0,0.123,0.292,91.861,239493,4,C major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Luce (Tramonti a Nord Est),09g4hFrDdBK3J52I3InPgl,Elisa,Asile's World,https://i.scdn.co/image/5d09f29cc65214e566fbb76a9047f21f86d25506,44,0.645,0.626,F,-5.582,major,0.0788,0.268,0,0.0716,0.463,89.056,264533,4,F major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Messaggio D'Amore,157ZzylmZsjQWXm8TSDkWL,Matia Bazar,Messaggi Dal Vivo,https://i.scdn.co/image/e39463d59eb94fa7b135e38cb6dc524841cc5b19,0,0.734,0.512,B,-7.695,major,0.0289,0.154,0,0.107,0.648,116.47,247533,4,B major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,L'Uomo Volante,5qdeseBpU31NBAlySaaRMk,Marco Masini,Masini,https://i.scdn.co/image/39116a83fa010d0fd2cdc54cec9defd85be6f865,0,0.534,0.641,A,-5.565,major,0.0255,0.459,0,0.318,0.325,87.13,235493,4,A major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Angelo,4oRcqiKPIprx4EwOm5c9U6,Francesco Renga,Fermoimmagine,https://i.scdn.co/image/922548225b4ad7afd364b50abb4996012942fc1a,27,0.4,0.62,D#,-6.916,major,0.0284,0.417,0,0.112,0.181,81.95,204760,4,D# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Vorrei Avere Il Becco,7gHSbG6fFD8tuMoAWNWqoI,Povia,"I Bambini Fanno ""Ooh…"" La Storia Continua",https://i.scdn.co/image/361fd6e024d591e49e05f44ee3dc46f4865203ca,0,0.64,0.692,B,-5.997,major,0.0403,0.577,0,0.236,0.756,151.965,178733,4,B major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ti Regalero' Una Rosa,6ElESrhqjS1PJDDOMTotYe,Various Artists,Hit Estate 2007,https://i.scdn.co/image/e27528ca817c12e1d5af151fd3908d887499667e,0,0.519,0.658,B,-8.199,minor,0.0549,0.447,3.18e-6,0.119,0.807,169.774,231813,4,B minor
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,La forza mia,7BWvUqHLziROVeKttUQVfT,Marco Carta,La forza mia,https://i.scdn.co/image/d69d494e500eaac05d37210677322f7b8fd251ae,39,0.582,0.729,C#,-4.417,major,0.034,0.046,0,0.0847,0.474,120.97,227840,4,C# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Per Tutte Le Volte Che...,1qBKrPkpVNu11W4tjY88Gj,Valerio Scanu,Per Tutte Le Volte Che...,https://i.scdn.co/image/9979973f1302c552991422a14c28b67fbdea15cf,41,0.619,0.536,F#,-7.015,major,0.0407,0.495,0,0.117,0.135,124.059,238080,4,F# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Chiamami Ancora Amore,2D6t8TtB1cpgXK1L1fJ5P5,Roberto Vecchioni,Chiamami Ancora Amore,https://i.scdn.co/image/d16e434e12cb6452533b15c6686f0675181cf744,44,0.479,0.663,A,-3.325,major,0.0413,0.636,0,0.131,0.328,74.501,253987,4,A major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Non E' L'Inferno,7lx7ourd9AVFIBXFTCWXx8,Emma,Sarò Libera (Sanremo Edition),https://i.scdn.co/image/8453dee4ba4e26a2cab0749b6404c8fdfc4b198d,43,0.569,0.731,F#,-5.853,major,0.0342,0.042,0,0.129,0.322,126.884,225253,4,F# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,L'essenziale,5klQSk2bLb0U3vnvGJUZf4,Marco Mengoni,#PRONTOACORRERE,https://i.scdn.co/image/fc3cc6d0730abd0e6b48449c7cd0015777d51a08,51,0.556,0.632,F#,-4.438,major,0.0359,0.196,0,0.114,0.152,126.03,218893,4,F# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Controvento,00JbznfNVCiSSqLXI7wd5B,Arisa,Se vedo te,https://i.scdn.co/image/8107eb090b8f6e882341d95771c48445901118a9,45,0.703,0.555,C#,-6.173,major,0.0284,0.508,0,0.134,0.327,95.01,219200,4,C# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Grande amore,4hWQaCHO3k3bTYi8AozKTE,Il Volo,Sanremo grande amore,https://i.scdn.co/image/e1b7a7a925bb8709cc6efde440d0fa6aaff390ff,54,0.466,0.617,C#,-5.853,major,0.029,0.0586,9.2e-5,0.147,0.177,142.121,224947,4,C# major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Un Giorno Mi Dirai,3KFmkaurkJTvBAZG5ZjnuU,Stadio,Un Giorno Mi Dirai,https://i.scdn.co/image/bb39a291e66345c5b08bc357502f00a46e49bcd2,30,0.401,0.75,A,-4.597,major,0.0296,0.0418,0,0.113,0.258,174.02,244747,4,A major
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Occidentali's Karma - Radio Edit,4UPyr3Tep8idtAmisAu1qs,Francesco Gabbani,Occidentali's Karma,https://i.scdn.co/image/7772d53f92a8ddc2612bf73b4651abd08a14f6fa,57,0.669,0.832,A#,-4.014,major,0.075,0.0424,3.89e-6,0.111,0.582,114.046,217625,4,A# major
