playlist_name,playlist_img,track_name,track_uri,artist_name,album_name,album_img
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ciao cara come stai,6HbX7iRGsPrPhitaPJJzmP,Iva Zanicchi,"Italian Classics: Iva Zanicchi Collection, Vol. 2",https://i.scdn.co/image/f688f6006c3c79153c7fc8a13383d3b996ce16dd
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Bella da morire,3lxmdu9X9a6SVysg1dCpkr,Homo Sapiens,I Supergruppi,https://i.scdn.co/image/72f6993d6881516e883b88c894abfd3d96cad273
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,E dirsi ciao - 2011 - Remaster;,1WDq68GSnceTftxZRfdz7n,Matia Bazar,Fantasia: Best & rarities,https://i.scdn.co/image/b2724bc153405bff84310660930310caf48d9b09
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Amare,2gC7gI5pp9HxczXtDUe3yk,Mino Vergnaghi,Best of Mino Vergnaghi,https://i.scdn.co/image/7e9356d000b5af1aa9af857cd646aa3f13153df0
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Solo noi,52PTQKkfOwng8lv7ttNdGX,Toto Cutugno,Ritratto di Toto Cutugno,https://i.scdn.co/image/83d40db576d54551e6647a9d72d065d4464f2ccb
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Per Elisa,1p5RfaVSHJhd3SCzBEikDp,Alice,Alice Canta Battiato,https://i.scdn.co/image/73a79ed1c2f296e55666185114be463f5ece1d47
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Storie di tutti i giorni,4431Ew1ndtl1qTWdBNFjtU,Riccardo Fogli,Il Mondo Di...,https://i.scdn.co/image/71def1ff67d9935ec63b5b19c1a6ca8e2a8b40d5
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Sarà quel che sarà,1MNWaUhByjbfwhhWa9NSSC,Tiziana Rivale,Il meglio,
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ci sarà,4DeKhA9cE6MuPxCOrkTgs2,Al Bano And Romina Power,Love Songs,https://i.scdn.co/image/86596fb806ab4f1164acf4cabbb9ab9c1d20b737
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Se m'innamoro,6Pm5m45fMlLOJ8pKBHKzSc,Ricchi E Poveri,Greatest Hits,https://i.scdn.co/image/f7ab9fe39aeea6e92992814e7550a85ff3276561
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Adesso tu,07CPBe6hvgHgn749mxR0EJ,Eros Ramazzotti,Nuovi Eroi,https://i.scdn.co/image/d8b18b5f929bbb00b4dd7a33397f3a9380e21022
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Si può dare di più,7HAuQMhvEKtZCGBKZiyj66,Morandi,Collection: Tutto Hits Anni '80,https://i.scdn.co/image/e45204f28dba8ace84e8c6bc3b98a2e3aba2b36f
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Perdere L'amore,2xgQvq4WuBX9DLmPkeBQ3M,Massimo Ranieri,I Successi Di Massimo Ranieri,https://i.scdn.co/image/ece19eb4349dc27ae1450b8d9c8f98e74d2c258f
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ti lascerò,1KzEz2YM5TVHG2oL2GIG6E,Anna Oxa,Best of Anna Oxa,https://i.scdn.co/image/e29685b37b69abbfc1331c4660b77da92623e130
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Uomini soli,6XpjIhIhIA5AGTyk06FNKU,Pooh,Uomini soli,https://i.scdn.co/image/3e7ed4b55cf03345c7a5eb9c6bf92716ea68d262
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Se stiamo insieme,3V2TMVsl5LlDvEVff9hw31,Riccardo Cocciante,Tutti I Miei Sogni,https://i.scdn.co/image/90aa1b776e1860efab724ce57affa91cac1d0632
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Portami a ballare,5DvPcu353BOXWUiG7yIIDq,Luca Barbarossa,Cuore D'Acciaio,https://i.scdn.co/image/37d00280f7a8ad4e694db2f91f7568be47e47867
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Mistero,1xxmZO56xoHtjczSHsjOhW,Enrico Ruggeri,La Giostra Della Memoria,https://i.scdn.co/image/19ac13023335f5695396a45b9b39e54770e8bc9e
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Passerà,70MmyszwZV1tU7UKZXmaF1,Aleandro Baldi,Il meglio e il nuovo,https://i.scdn.co/image/f16a260f02b3bcf5aed42985e610a89ab697b96f
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Come saprei,1mJQoOICr4UlV6nG3EI4NN,Giorgia,Come Thelma E Louise,https://i.scdn.co/image/6d19300932b1afa4e5ec7bd08406636f630c9270
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,La terra dei cachi,5BLeqpzTmzKDaN51DNKM1b,Elio e le Storie Tese,Del meglio del nostro meglio Vol. 1 (remastered),https://i.scdn.co/image/011ca2c6bf16521268452c5f8e90aa8618b9d723
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Fiumi Di Parole,5ZS9fcqcYtfL80rj1bf7Lb,Jalisse,Siedi E Ascolta,https://i.scdn.co/image/7b05b805de17c9300f5cb1f60dc1987f7e16b265
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Senza Te o con Te - Sanremo 1998,0R7PN6VlpaGnR59etZe1XH,Annalisa Minetti,Questo Piccolo Grande Amore,https://i.scdn.co/image/59fad2e53526a58b8083250af744c2342bc6789a
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Senza pietà,5w3MrGXEz3aREGQTIBKeyo,Anna Oxa,Best of Anna Oxa,https://i.scdn.co/image/e29685b37b69abbfc1331c4660b77da92623e130
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Sentimento,6zG6TbfzPDK2xRgS6MvH7J,Avion Travel,Selezione 1990-2000,https://i.scdn.co/image/4e7a2fd1223b6ac77deeae1fb25505e8d0c398c6
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Luce (Tramonti a Nord Est),09g4hFrDdBK3J52I3InPgl,Elisa,Asile's World,https://i.scdn.co/image/5d09f29cc65214e566fbb76a9047f21f86d25506
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Messaggio D'Amore,157ZzylmZsjQWXm8TSDkWL,Matia Bazar,Messaggi Dal Vivo,https://i.scdn.co/image/e39463d59eb94fa7b135e38cb6dc524841cc5b19
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,L'Uomo Volante,5qdeseBpU31NBAlySaaRMk,Marco Masini,Masini,https://i.scdn.co/image/39116a83fa010d0fd2cdc54cec9defd85be6f865
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Angelo,4oRcqiKPIprx4EwOm5c9U6,Francesco Renga,Fermoimmagine,https://i.scdn.co/image/922548225b4ad7afd364b50abb4996012942fc1a
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Vorrei Avere Il Becco,7gHSbG6fFD8tuMoAWNWqoI,Povia,"I Bambini Fanno ""Ooh…"" La Storia Continua",https://i.scdn.co/image/361fd6e024d591e49e05f44ee3dc46f4865203ca
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Ti Regalero' Una Rosa,6ElESrhqjS1PJDDOMTotYe,Various Artists,Hit Estate 2007,https://i.scdn.co/image/e27528ca817c12e1d5af151fd3908d887499667e
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,La forza mia,7BWvUqHLziROVeKttUQVfT,Marco Carta,La forza mia,https://i.scdn.co/image/d69d494e500eaac05d37210677322f7b8fd251ae
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Per Tutte Le Volte Che...,1qBKrPkpVNu11W4tjY88Gj,Valerio Scanu,Per Tutte Le Volte Che...,https://i.scdn.co/image/9979973f1302c552991422a14c28b67fbdea15cf
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Chiamami Ancora Amore,2D6t8TtB1cpgXK1L1fJ5P5,Roberto Vecchioni,Chiamami Ancora Amore,https://i.scdn.co/image/d16e434e12cb6452533b15c6686f0675181cf744
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Non E' L'Inferno,7lx7ourd9AVFIBXFTCWXx8,Emma,Sarò Libera (Sanremo Edition),https://i.scdn.co/image/8453dee4ba4e26a2cab0749b6404c8fdfc4b198d
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,L'essenziale,5klQSk2bLb0U3vnvGJUZf4,Marco Mengoni,#PRONTOACORRERE,https://i.scdn.co/image/fc3cc6d0730abd0e6b48449c7cd0015777d51a08
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Controvento,00JbznfNVCiSSqLXI7wd5B,Arisa,Se vedo te,https://i.scdn.co/image/8107eb090b8f6e882341d95771c48445901118a9
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Grande amore,4hWQaCHO3k3bTYi8AozKTE,Il Volo,Sanremo grande amore,https://i.scdn.co/image/e1b7a7a925bb8709cc6efde440d0fa6aaff390ff
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Un Giorno Mi Dirai,3KFmkaurkJTvBAZG5ZjnuU,Stadio,Un Giorno Mi Dirai,https://i.scdn.co/image/bb39a291e66345c5b08bc357502f00a46e49bcd2
Festival di Sanremo: Tutte le canzoni vincitrici (All Winners),https://mosaic.scdn.co/640/84dfa22bd88d33fcb4dbae6c7464ec3d3ed5e87db7dc55c8d03f0d69ac26609c205b314714dfd087e39a814b141f80791d27af68a41f8e4b6c84bdf4f18d8f92e925c89caacf65f51925c0a69412abb2,Occidentali's Karma - Radio Edit,4UPyr3Tep8idtAmisAu1qs,Francesco Gabbani,Occidentali's Karma,https://i.scdn.co/image/7772d53f92a8ddc2612bf73b4651abd08a14f6fa
